Well;replno;smpltp;templvol;QtyID;Replicate;WellType;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;qpcrno;MONISprojectno;AssayID;speciesabbr;plateno;qpcrrundate
D01;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;35.1696914632899;300;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D02;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;34.7652827896411;300;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D03;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;35.4114174083491;300;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D04;Unkn12;MST0293;3uL;QtyorID;Unkn12;Unkn12;Treshold;36.4883768212165;101.869628997533;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D05;Unkn12;MST0293;3uL;QtyorID;Unkn12;Unkn12;Treshold;36.3694292545701;109.925118432323;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D06;Unkn12;MST0293;3uL;QtyorID;Unkn12;Unkn12;Treshold;36.0490809727256;134.931333491297;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D07;Unkn20;MST0518;3uL;QtyorID;Unkn20;Unkn20;Treshold;35.9528781921818;143.497682483288;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D08;Unkn20;MST0518;3uL;QtyorID;Unkn20;Unkn20;Treshold;36.0667614917201;133.413533986884;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D09;Unkn20;MST0518;3uL;QtyorID;Unkn20;Unkn20;Treshold;37.0647428686207;70.4512403854429;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D10;Unkn28;MST0292;3uL;QtyorID;Unkn28;Unkn28;Treshold;36.3023580228215;114.745105735056;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D11;Unkn28;MST0292;3uL;QtyorID;Unkn28;Unkn28;Treshold;35.9728363644371;141.676906879324;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
D12;Unkn28;MST0292;3uL;QtyorID;Unkn28;Unkn28;Treshold;35.5697796688465;183.35691899577;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E01;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;37.7792013148824;30;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E02;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;40.2660900189609;30;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E03;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;40.2306485277857;30;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E04;Unkn13;MST0275;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E05;Unkn13;MST0275;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E06;Unkn13;MST0275;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E07;Unkn21;MST0560;3uL;QtyorID;Unkn21;Unkn21;Treshold;38.4367593647753;29.2848801808142;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E08;Unkn21;MST0560;3uL;QtyorID;Unkn21;Unkn21;Treshold;39.2210961149283;17.7295658755446;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E09;Unkn21;MST0560;3uL;QtyorID;Unkn21;Unkn21;Treshold;40.1570212572555;9.74160592793427;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E10;Unkn29;MST0489;3uL;QtyorID;Unkn29;Unkn29;Treshold;30.7341738495937;4045.54982600465;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E11;Unkn29;MST0489;3uL;QtyorID;Unkn29;Unkn29;Treshold;30.7852420264473;3915.49911032851;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
E12;Unkn29;MST0489;3uL;QtyorID;Unkn29;Unkn29;Treshold;31.5799394436081;2354.84777871503;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F01;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F02;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F03;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;39.2523586955263;3;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F04;Unkn14;MST0191;3uL;QtyorID;Unkn14;Unkn14;Treshold;39.1804986735994;18.1961287249286;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F05;Unkn14;MST0191;3uL;QtyorID;Unkn14;Unkn14;Treshold;39.466186926935;15.1563347034691;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F06;Unkn14;MST0191;3uL;QtyorID;Unkn14;Unkn14;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F07;Unkn22;MST0450;3uL;QtyorID;Unkn22;Unkn22;Treshold;39.1483398502802;18.57441062664;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F08;Unkn22;MST0450;3uL;QtyorID;Unkn22;Unkn22;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F09;Unkn22;MST0450;3uL;QtyorID;Unkn22;Unkn22;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F10;Unkn30;MST0183;3uL;QtyorID;Unkn30;Unkn30;Treshold;33.0803537568665;901.653073085736;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F11;Unkn30;MST0183;3uL;QtyorID;Unkn30;Unkn30;Treshold;33.2158593439469;826.772907021028;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
F12;Unkn30;MST0183;3uL;QtyorID;Unkn30;Unkn30;Treshold;33.4567889433838;708.661121944055;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G01;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G02;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G03;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G04;Unkn15;MST0177;3uL;QtyorID;Unkn15;Unkn15;Treshold;30.6044829644225;4395.56838722047;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G05;Unkn15;MST0177;3uL;QtyorID;Unkn15;Unkn15;Treshold;31.0328692518042;3341.78431842407;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G06;Unkn15;MST0177;3uL;QtyorID;Unkn15;Unkn15;Treshold;31.0742135595831;3254.54277913348;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G07;Unkn23;MST0422;3uL;QtyorID;Unkn23;Unkn23;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G08;Unkn23;MST0422;3uL;QtyorID;Unkn23;Unkn23;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G09;Unkn23;MST0422;3uL;QtyorID;Unkn23;Unkn23;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G10;Unkn31;MST0215;3uL;QtyorID;Unkn31;Unkn31;Treshold;39.2755097765328;17.1229291525118;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G11;Unkn31;MST0215;3uL;QtyorID;Unkn31;Unkn31;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
G12;Unkn31;MST0215;3uL;QtyorID;Unkn31;Unkn31;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H01;NegCtrl08;NTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H02;NegCtrl08;NTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H03;NegCtrl08;NTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H04;Unkn16;MST0179;3uL;QtyorID;Unkn16;Unkn16;Treshold;32.8530417102242;1042.80512633344;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H05;Unkn16;MST0179;3uL;QtyorID;Unkn16;Unkn16;Treshold;32.9910163981428;954.693206958731;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H06;Unkn16;MST0179;3uL;QtyorID;Unkn16;Unkn16;Treshold;32.7907868190376;1085.18069390262;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H07;Unkn24;MST0527;3uL;QtyorID;Unkn24;Unkn24;Treshold;33.3101162728146;778.38571977113;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H08;Unkn24;MST0527;3uL;QtyorID;Unkn24;Unkn24;Treshold;33.5681114933547;659.941089846568;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H09;Unkn24;MST0527;3uL;QtyorID;Unkn24;Unkn24;Treshold;33.5841385676384;653.208296031251;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H10;Unkn32;MSTNEC;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H11;Unkn32;MSTNEC;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
H12;Unkn32;MSTNEC;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0770;MONIS5biorad;assid13;Myaare;plt01;qpcrrundate20201211
A01;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;22.7260882633453;300000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A02;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;22.8238659613451;300000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A03;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;22.5834461376925;300000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A04;Unkn09;MST0182;3uL;QtyorID;Unkn09;Unkn09;Treshold;32.3678747975554;400.520006034505;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A05;Unkn09;MST0182;3uL;QtyorID;Unkn09;Unkn09;Treshold;32.4010785650943;390.197428729877;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A06;Unkn09;MST0182;3uL;QtyorID;Unkn09;Unkn09;Treshold;31.9985010644331;535.517170476173;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A07;Unkn17;MST0414;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A08;Unkn17;MST0414;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A09;Unkn17;MST0414;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A10;Unkn25;MST0473;3uL;QtyorID;Unkn25;Unkn25;Treshold;38.121086444983;4.34287123494688;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A11;Unkn25;MST0473;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
A12;Unkn25;MST0473;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B01;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;26.2360285891465;30000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B02;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;25.2013369216833;30000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B03;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;30.2671362434435;30000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B04;Unkn10;MST0476;3uL;QtyorID;Unkn10;Unkn10;Treshold;22.3261631116896;1076682.79955321;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B05;Unkn10;MST0476;3uL;QtyorID;Unkn10;Unkn10;Treshold;22.426584590235;994927.99216753;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B06;Unkn10;MST0476;3uL;QtyorID;Unkn10;Unkn10;Treshold;23.3013988983779;500061.573380875;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B07;Unkn18;MST0187;3uL;QtyorID;Unkn18;Unkn18;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B08;Unkn18;MST0187;3uL;QtyorID;Unkn18;Unkn18;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B09;Unkn18;MST0187;3uL;QtyorID;Unkn18;Unkn18;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B10;Unkn26;MST0144;3uL;QtyorID;Unkn26;Unkn26;Treshold;33.324522540362;188.759207096011;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B11;Unkn26;MST0144;3uL;QtyorID;Unkn26;Unkn26;Treshold;33.4337582695979;173.221486146665;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
B12;Unkn26;MST0144;3uL;QtyorID;Unkn26;Unkn26;Treshold;33.2798161381367;195.513322394889;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C01;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;29.7204493497129;3000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C02;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;29.7353896956817;3000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C03;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;34.2043586481313;3000;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C04;Unkn11;MST0269;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C05;Unkn11;MST0269;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C06;Unkn11;MST0269;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C07;Unkn19;MST0483;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C08;Unkn19;MST0483;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C09;Unkn19;MST0483;3uL;QtyorID;Unkn19;Unkn19;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C10;Unkn27;MST0188;3uL;QtyorID;Unkn27;Unkn27;Treshold;34.4285083194562;79.2269471733318;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C11;Unkn27;MST0188;3uL;QtyorID;Unkn27;Unkn27;Treshold;34.7589487341848;61.0970600572858;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
C12;Unkn27;MST0188;3uL;QtyorID;Unkn27;Unkn27;Treshold;34.4874854451253;75.6364168971384;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D01;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;33.590211494597;300;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D02;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;33.8840036502466;300;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D03;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;33.9347321969088;300;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D04;Unkn12;MST0158;3uL;QtyorID;Unkn12;Unkn12;Treshold;28.963462412078;5825.12564754374;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D05;Unkn12;MST0158;3uL;QtyorID;Unkn12;Unkn12;Treshold;29.5861079816772;3569.91811770684;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D06;Unkn12;MST0158;3uL;QtyorID;Unkn12;Unkn12;Treshold;30.2898835835522;2052.59627677192;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D07;Unkn20;MST0170;3uL;QtyorID;Unkn20;Unkn20;Treshold;38.0161977633514;4.71627071065665;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D08;Unkn20;MST0170;3uL;QtyorID;Unkn20;Unkn20;Treshold;36.9235813830651;11.1365597200709;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D09;Unkn20;MST0170;3uL;QtyorID;Unkn20;Unkn20;Treshold;38.9550628390159;2.25400992674238;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D10;Unkn28;MST0521;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D11;Unkn28;MST0521;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
D12;Unkn28;MST0521;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E01;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;30.2131117171705;30;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E02;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;36.3256989764102;30;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E03;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;NaN;30;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E04;Unkn13;MST0129;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E05;Unkn13;MST0129;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E06;Unkn13;MST0129;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E07;Unkn21;MST0173;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E08;Unkn21;MST0173;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E09;Unkn21;MST0173;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E10;Unkn29;MST0498;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E11;Unkn29;MST0498;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
E12;Unkn29;MST0498;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F01;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F02;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F03;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F04;Unkn14;MST0300;3uL;QtyorID;Unkn14;Unkn14;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F05;Unkn14;MST0300;3uL;QtyorID;Unkn14;Unkn14;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F06;Unkn14;MST0300;3uL;QtyorID;Unkn14;Unkn14;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F07;Unkn22;MST0164;3uL;QtyorID;Unkn22;Unkn22;Treshold;29.8233378726459;2962.36844461034;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F08;Unkn22;MST0164;3uL;QtyorID;Unkn22;Unkn22;Treshold;31.2453176874207;968.282206780203;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F09;Unkn22;MST0164;3uL;QtyorID;Unkn22;Unkn22;Treshold;31.3715390809467;876.787990112655;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F10;Unkn30;MST0430;3uL;QtyorID;Unkn30;Unkn30;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F11;Unkn30;MST0430;3uL;QtyorID;Unkn30;Unkn30;Treshold;37.015915769817;10.3565914245713;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
F12;Unkn30;MST0430;3uL;QtyorID;Unkn30;Unkn30;Treshold;40.0017413750621;0.989674260233162;RSqdRn;SlopedRn;qpcr0771;MONIS5biorad;assid13;Myaare;plt02;qpcrrundate20201211
