"MST.nummer";"dato indsamlet";"lokalitet_vanda";"latinsk artsnavn";"sæson";"år"
"MST0356_2020-08-25";"2020-08-25";91500007;"Pseudochattonella verruculosa";"jul-nov";"2020"
"MST0452_2020-09-29";"2020-09-29";92200001;"Pseudochattonella verruculosa";"jul-nov";"2020"
"MST0504_2020-09-29";"2020-09-29";92200001;"Pseudochattonella verruculosa";"jul-nov";"2020"
"MST1013_2020-08-05";"2020-08-05";93730002;"Pseudochattonella verruculosa";"jul-nov";"2020"
"MST1024_2021-04-15";"2021-04-15";93770056;"Pseudochattonella verruculosa";"jan-jun";"2021"
"MST2021031_2021-06-17";"2021-06-17";92200001;"Pseudochattonella verruculosa";"jan-jun";"2021"
"MST2021032_2021-06-23";"2021-06-23";93920064;"Pseudochattonella verruculosa";"jan-jun";"2021"
"MST2021044_2021-05-19";"2021-05-19";91500007;"Pseudochattonella verruculosa";"jan-jun";"2021"
"MST2021049_2021-05-21";"2021-05-21";91650035;"Pseudochattonella verruculosa";"jan-jun";"2021"
"MST2021062_2021-05-21";"2021-05-21";95600002;"Pseudochattonella verruculosa";"jan-jun";"2021"
"MST2021028_2021-09-27";"2021-09-27";92200001;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST2021040_2021-09-15";"2021-09-15";93420310;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST2021058_2021-08-30";"2021-08-30";94300001;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST2021064_2021-09-02";"2021-09-02";93730002;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST2021071_2021-10-13";"2021-10-13";94230001;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST2021081_2021-09-20";"2021-09-20";91500007;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST2021082_2021-09-07";"2021-09-07";93000005;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST2021085_2021-09-16";"2021-09-16";93000001;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST2021099_2021-08-24";"2021-08-24";94400007;"Pseudochattonella verruculosa";"jul-nov";"2021"
"MST0566_2022-03-14";"2022-03-14";93720041;"Pseudochattonella verruculosa";"jan-jun";"2022"
"MST2021013_2022-05-06";"2022-05-06";93000005;"Pseudochattonella verruculosa";"jan-jun";"2022"
"MST2021014_2022-04-21";"2022-04-21";93100055;"Pseudochattonella verruculosa";"jan-jun";"2022"
"MST2021023_2022-04-28";"2022-04-28";91650035;"Pseudochattonella verruculosa";"jan-jun";"2022"
"MST2021028_2022-05-09";"2022-05-09";91500007;"Pseudochattonella verruculosa";"jan-jun";"2022"
"MST2022035_2022-09-27";"2022-09-27";92200001;"Pseudochattonella verruculosa";"jul-nov";"2022"
"MST2022039_2022-10-18";"2022-10-18";93410108;"Pseudochattonella verruculosa";"jul-nov";"2022"
"MST2022086_2022-09-21";"2022-09-21";91500007;"Pseudochattonella verruculosa";"jul-nov";"2022"
"MST0443_2023-04-21";"2023-04-21";93010001;"Pseudochattonella verruculosa";"jan-jun";"2023"
"MST2022094_2023-05-02";"2023-05-02";93730002;"Pseudochattonella verruculosa";"jan-jun";"2023"
"MST2023114_2023-03-17";"2023-03-17";91650035;"Pseudochattonella verruculosa";"jan-jun";"2023"
"MST1018_2023-09-06";"2023-09-06";92200001;"Pseudochattonella verruculosa";"jul-nov";"2023"
"MST2023111_2023-08-12";"2023-08-12";91500007;"Pseudochattonella verruculosa";"jul-nov";"2023"
"MST0468_2019-06-27";"2019-06-27";96220363;"Rhithropanopeus harrisii";"jan-jun";"2019"
"MST0435_2020-08-03";"2020-08-03";96220363;"Rhithropanopeus harrisii";"jul-nov";"2020"
"MST0439_2020-09-15";"2020-09-15";99210007;"Rhithropanopeus harrisii";"jul-nov";"2020"
"MST2022034_2022-06-29";"2022-06-29";96250162;"Rhithropanopeus harrisii";"jan-jun";"2022"
"MST2022040_2022-10-20";"2022-10-20";97230016;"Rhithropanopeus harrisii";"jul-nov";"2022"
"MST2023102_2023-06-29";"2023-06-29";97230017;"Rhithropanopeus harrisii";"jan-jun";"2023"
"MST2023081_2023-10-02";"2023-10-02";99210007;"Rhithropanopeus harrisii";"jul-nov";"2023"
NA;NA;NA;NA;NA;NA
